6/selected/611689.java,1,31,6/selected/282532.java,1,32
6/selected/1222008.java,1,153,6/selected/1103983.java,1,149
6/selected/1222008.java,1,153,6/selected/1103983.java,1,149
6/selected/1222008.java,1,153,6/selected/1103983.java,1,149
6/selected/1222008.java,1,153,6/selected/1103983.java,1,149
6/selected/2442874.java,1,109,6/selected/647598.java,1,82
6/selected/951510.java,1,534,6/selected/903019.java,1,547
6/selected/1577658.java,1,266,6/selected/2594846.java,1,285
6/selected/1522988.java,1,298,6/selected/922346.java,1,298
6/selected/897597.java,97,166,6/selected/776961.java,21,78
6/selected/897597.java,97,166,6/selected/776961.java,17,81
6/selected/2422816.java,58,79,6/selected/1693302.java,29,43
6/selected/801019.java,713,763,6/selected/1702641.java,229,275
6/selected/402336.java,95,123,6/selected/402336.java,125,152
6/selected/897597.java,97,166,6/selected/776961.java,1,83
6/selected/897597.java,97,166,6/selected/776961.java,17,81
6/selected/884330.java,91,118,6/selected/884330.java,142,170
6/selected/1427847.java,13,33,6/selected/1427847.java,35,56
6/selected/897597.java,97,166,6/selected/776961.java,21,78
